0	-0.084824	85.156250
1	0.356734	12.253906
2	2.228567	5.558594
3	0.674415	49.960938
4	2.766206	-7.363281
5	-0.095085	67.105469
6	-0.018094	-1.667969
7	2.179755	31.066406
8	-0.078984	17.191406
9	-0.024771	70.671875
10	-0.151717	77.316406
11	-0.089138	32.992188
12	2.573993	-2.242188
13	-0.117304	-4.082031
14	-0.091901	36.695312
15	2.045475	5.109375
16	-0.127703	44.492188
17	1.767579	27.964844
18	0.673592	35.824219
19	-0.048134	33.359375
20	1.416515	12.328125
21	0.552728	48.894531
22	-0.188338	64.824219
23	2.362218	7.199219
24	-0.163038	48.378906
25	2.193591	32.429688
26	1.405968	-0.867188
27	1.525753	18.734375
28	-0.052198	-1.785156
29	-0.112110	12.683594
30	-0.067193	47.859375
31	1.865426	35.015625
32	-0.065739	39.238281
33	-0.329582	45.421875
34	2.208591	-0.355469
35	2.243001	-2.105469
36	-0.131547	22.250000
37	1.256330	28.214844
38	0.435540	-6.519531
39	0.377321	-8.621094
40	-0.194903	18.351562
41	0.464795	13.007812
42	0.114764	15.636719
43	-0.063148	77.140625
44	0.390370	27.660156
45	2.519150	41.203125
46	0.239729	16.898438
47	-0.181010	33.488281
48	0.644118	81.421875
49	-0.332776	65.234375
50	-0.066281	20.812500
51	-0.013865	48.679688
52	-0.177864	13.199219
53	0.257667	24.980469
54	-0.172100	33.566406
55	-0.021662	-0.566406
56	2.531246	75.636719
57	-0.114917	76.031250
58	-0.117988	55.039062
59	1.820241	-2.699219
60	1.309505	48.625000
61	1.617020	43.417969
62	0.491261	22.046875
63	0.886824	74.753906
64	0.551403	-7.132812
65	-0.396033	48.824219
66	-0.067850	54.691406
67	0.010335	-8.019531
68	-0.131968	49.445312
69	-0.044538	39.851562
70	-0.102688	44.472656
71	-0.021289	-6.351562
72	0.421207	44.734375
73	-0.098018	63.527344
74	1.363958	20.585938
75	0.620692	49.195312
76	0.002008	36.269531
77	1.441437	-1.710938
78	-0.134913	18.039062
79	-0.021943	-5.214844
80	-0.168578	66.179688
81	-0.206308	25.273438
82	-0.301530	14.484375
83	0.918619	30.496094
84	1.527136	69.812500
85	-0.114326	44.664062
86	-0.056299	20.273438
