4	1	1	1	1	1	61	34	6765.862986
4	1	1	1	1	2	61	40	6765.862986
4	1	1	1	1	4	61	52	6765.862986
4	1	1	1	2	1	61	34	6765.862986
4	1	1	1	2	2	61	40	6765.862986
4	1	1	1	2	4	61	52	6765.862986
4	1	1	1	4	1	61	34	6765.862986
4	1	1	1	4	2	61	40	6765.862986
4	1	1	1	4	4	61	52	6765.862986
4	1	1	2	1	1	61	34	6764.997706
4	1	1	2	1	2	61	40	6764.997706
4	1	1	2	1	4	61	52	6764.997706
4	1	1	2	2	1	61	34	6764.997706
4	1	1	2	2	2	61	40	6764.997706
4	1	1	2	2	4	61	52	6764.997706
4	1	1	2	4	1	61	34	6764.997706
4	1	1	2	4	2	61	40	6764.997706
4	1	1	2	4	4	61	52	6764.997706
4	1	2	1	1	1	61	35	6765.862986
4	1	2	1	1	2	61	41	6765.862986
4	1	2	1	1	4	61	53	6765.862986
4	1	2	1	2	1	61	35	6765.862986
4	1	2	1	2	2	61	41	6765.862986
4	1	2	1	2	4	61	53	6765.862986
4	1	2	1	4	1	61	35	6765.862986
4	1	2	1	4	2	61	41	6765.862986
4	1	2	1	4	4	61	53	6765.862986
4	1	2	2	1	1	61	35	6764.997706
4	1	2	2	1	2	61	41	6764.997706
4	1	2	2	1	4	61	53	6764.997706
4	1	2	2	2	1	61	35	6764.997706
4	1	2	2	2	2	61	41	6764.997706
4	1	2	2	2	4	61	53	6764.997706
4	1	2	2	4	1	61	35	6764.997706
4	1	2	2	4	2	61	41	6764.997706
4	1	2	2	4	4	61	53	6764.997706
4	1	4	1	1	1	62	37	6765.862986
4	1	4	1	1	2	62	43	6765.862986
4	1	4	1	1	4	62	55	6765.862986
4	1	4	1	2	1	62	37	6765.862986
4	1	4	1	2	2	62	43	6765.862986
4	1	4	1	2	4	62	55	6765.862986
4	1	4	1	4	1	62	37	6765.862986
4	1	4	1	4	2	62	43	6765.862986
4	1	4	1	4	4	62	55	6765.862986
4	1	4	2	1	1	62	37	6764.997706
4	1	4	2	1	2	62	43	6764.997706
4	1	4	2	1	4	62	55	6764.997706
4	1	4	2	2	1	62	37	6764.997706
4	1	4	2	2	2	62	43	6764.997706
4	1	4	2	2	4	62	55	6764.997706
4	1	4	2	4	1	62	37	6764.997706
4	1	4	2	4	2	62	43	6764.997706
4	1	4	2	4	4	62	55	6764.997706
4	2	1	1	1	1	61	34	4302.345891
4	2	1	1	1	2	61	40	4302.345891
4	2	1	1	1	4	61	52	4302.345891
4	2	1	1	2	1	61	34	4302.345891
4	2	1	1	2	2	61	40	4302.345891
4	2	1	1	2	4	61	52	4302.345891
4	2	1	1	4	1	61	34	4302.345891
4	2	1	1	4	2	61	40	4302.345891
4	2	1	1	4	4	61	52	4302.345891
4	2	1	2	1	1	61	34	4301.480611
4	2	1	2	1	2	61	40	4301.480611
4	2	1	2	1	4	61	52	4301.480611
4	2	1	2	2	1	61	34	4301.480611
4	2	1	2	2	2	61	40	4301.480611
4	2	1	2	2	4	61	52	4301.480611
4	2	1	2	4	1	61	34	4301.480611
4	2	1	2	4	2	61	40	4301.480611
4	2	1	2	4	4	61	52	4301.480611
4	2	2	1	1	1	61	35	4302.345891
4	2	2	1	1	2	61	41	4302.345891
4	2	2	1	1	4	61	53	4302.345891
4	2	2	1	2	1	61	35	4302.345891
4	2	2	1	2	2	61	41	4302.345891
4	2	2	1	2	4	61	53	4302.345891
4	2	2	1	4	1	61	35	4302.345891
4	2	2	1	4	2	61	41	4302.345891
4	2	2	1	4	4	61	53	4302.345891
4	2	2	2	1	1	61	35	4301.480611
4	2	2	2	1	2	61	41	4301.480611
4	2	2	2	1	4	61	53	4301.480611
4	2	2	2	2	1	61	35	4301.480611
4	2	2	2	2	2	61	41	4301.480611
4	2	2	2	2	4	61	53	4301.480611
4	2	2	2	4	1	61	35	4301.480611
4	2	2	2	4	2	61	41	4301.480611
4	2	2	2	4	4	61	53	4301.480611
4	2	4	1	1	1	62	37	4302.345891
4	2	4	1	1	2	62	43	4302.345891
4	2	4	1	1	4	62	55	4302.345891
4	2	4	1	2	1	62	37	4302.345891
4	2	4	1	2	2	62	43	4302.345891
4	2	4	1	2	4	62	55	4302.345891
